representation,design,subset_seed,l2,train_count,feature_dim,avg,wga,train_avg,converged,gradient_max,group_0_accuracy,group_0_count,group_1_accuracy,group_1_count,group_2_accuracy,group_2_count,group_3_accuracy,group_3_count,seed,arm
splice_codes,resampled_56_per_group,101,0.01,224,20931,72.06004858016968,69.31330561637878,100.0,True,5.0969975189444055e-08,73.44754028320312,467,69.31330871582031,466,74.43609619140625,133,74.43609619140625,133,,
splice_codes,resampled_56_per_group,102,0.001,224,20931,70.22518515586853,65.23604989051819,100.0,True,1.771532206724187e-08,76.8736572265625,467,65.23605346679688,466,66.16541290283203,133,68.42105102539062,133,,
splice_codes,resampled_56_per_group,102,0.01,224,20931,70.47539353370667,65.66523313522339,100.0,True,2.868606854760183e-08,76.65953063964844,467,65.66522979736328,466,66.91729736328125,133,69.17292785644531,133,,
splice_codes,resampled_56_per_group,103,0.001,224,20931,69.89157795906067,63.51931095123291,100.0,True,3.979497316962375e-08,71.30621337890625,467,63.519309997558594,466,74.43609619140625,133,82.7067642211914,133,,
splice_codes,resampled_56_per_group,103,0.01,224,20931,70.22518515586853,63.51931095123291,100.0,True,3.763141647942139e-08,71.9486083984375,467,63.519309997558594,466,74.43609619140625,133,83.4586410522461,133,,
splice_reconstruction,original_ds_train,0,0.001,224,512,77.98165082931519,72.74678349494934,100.0,True,8.129198274775507e-08,80.72805786132812,467,72.74678039550781,466,78.19548797607422,133,86.4661636352539,133,,
splice_reconstruction,original_ds_train,0,0.01,224,512,77.98165082931519,72.74678349494934,100.0,True,9.523509370657846e-08,80.72805786132812,467,72.74678039550781,466,78.19548797607422,133,86.4661636352539,133,,
splice_reconstruction,full_train_unbalanced,0,0.001,4795,512,81.15096092224121,52.63158082962036,98.7278401851654,True,8.04570911173291e-08,98.50106811523438,467,68.02574920654297,466,52.6315803527832,133,94.73684692382812,133,,
splice_reconstruction,full_train_unbalanced,0,0.01,4795,512,81.65137767791748,45.864662528038025,97.85193204879761,True,8.869417925387764e-08,98.92933654785156,467,70.8154525756836,466,45.864662170410156,133,94.73684692382812,133,,
splice_reconstruction,resampled_14_per_group,101,0.001,56,512,76.56380534172058,72.9613721370697,100.0,True,7.505157335456367e-08,76.8736572265625,467,72.96137237548828,466,74.43609619140625,133,90.2255630493164,133,,
splice_reconstruction,resampled_14_per_group,101,0.01,56,512,77.06422209739685,74.03433322906494,100.0,True,3.7619738554406455e-08,77.08779907226562,467,74.03433227539062,466,74.43609619140625,133,90.2255630493164,133,,
splice_reconstruction,resampled_14_per_group,102,0.001,56,512,82.73561596870422,58.64661931991577,100.0,True,2.5903756508609092e-08,88.86509704589844,467,83.69098663330078,466,58.6466178894043,133,81.95488739013672,133,,
splice_reconstruction,resampled_14_per_group,102,0.01,56,512,82.90241956710815,59.39849615097046,100.0,True,8.986607338717944e-08,88.86509704589844,467,83.69098663330078,466,59.398494720458984,133,82.7067642211914,133,,
splice_reconstruction,resampled_14_per_group,103,0.001,56,512,81.31776452064514,73.68420958518982,100.0,True,8.939588450524524e-08,80.94218444824219,467,84.54935455322266,466,73.68421173095703,133,78.94737243652344,133,,
splice_reconstruction,resampled_14_per_group,103,0.01,56,512,81.40116930007935,73.68420958518982,100.0,True,9.846621177117217e-08,80.94218444824219,467,84.76394653320312,466,73.68421173095703,133,78.94737243652344,133,,
splice_reconstruction,resampled_28_per_group,101,0.001,112,512,79.06588912010193,72.18044996261597,100.0,True,8.638341866585379e-08,82.22698211669922,467,75.96566772460938,466,72.18045043945312,133,85.71428680419922,133,,
splice_reconstruction,resampled_28_per_group,101,0.01,112,512,79.31609749794006,72.18044996261597,100.0,True,9.865368806834046e-08,82.44111633300781,467,76.18025207519531,466,72.18045043945312,133,86.4661636352539,133,,
splice_reconstruction,resampled_28_per_group,102,0.001,112,512,82.15179443359375,71.42857313156128,100.0,True,9.864424837225721e-08,80.513916015625,467,87.12445831298828,466,71.42857360839844,133,81.20301055908203,133,,
splice_reconstruction,resampled_28_per_group,102,0.01,112,512,82.65221118927002,71.42857313156128,100.0,True,9.813176461963974e-08,81.37045288085938,467,87.33905792236328,466,71.42857360839844,133,81.95488739013672,133,,
splice_reconstruction,resampled_28_per_group,103,0.001,112,512,78.31526398658752,74.3040680885315,100.0,True,9.805545570000735e-08,74.30406951904297,467,79.82833099365234,466,84.21052551269531,133,81.20301055908203,133,,
splice_reconstruction,resampled_28_per_group,103,0.01,112,512,78.56547236442566,74.3040680885315,100.0,True,9.939138613757016e-08,74.30406951904297,467,80.25750732421875,466,84.21052551269531,133,81.95488739013672,133,,
splice_reconstruction,resampled_56_per_group,101,0.001,224,512,82.81901478767395,77.44361162185669,100.0,True,9.927070531528428e-08,80.72805786132812,467,85.622314453125,466,77.44361114501953,133,85.71428680419922,133,,
splice_reconstruction,resampled_56_per_group,101,0.01,224,512,84.23686623573303,78.94737124443054,100.0,True,7.809618816451104e-08,83.29764556884766,467,85.622314453125,466,78.94737243652344,133,87.96992492675781,133,,
splice_reconstruction,resampled_56_per_group,102,0.001,224,512,82.3269385099411,76.69172883033752,100.0,True,9.814966111252791e-08,80.72805786132812,467,84.76394653320312,466,76.69172668457031,133,84.96240234375,133,,
splice_reconstruction,resampled_56_per_group,102,0.01,224,512,83.2360327243805,77.44361162185669,100.0,True,4.6337158366078525e-08,81.79871368408203,467,85.8369140625,466,77.44361114501953,133,84.96240234375,133,,
splice_reconstruction,resampled_56_per_group,103,0.001,224,512,82.06838965415955,78.94737124443054,100.0,True,9.349035433340528e-08,81.37045288085938,467,81.97425079345703,466,78.94737243652344,133,87.96992492675781,133,,
splice_reconstruction,resampled_56_per_group,103,0.01,224,512,82.65221118927002,80.45112490653992,100.0,True,6.152128446853785e-08,81.37045288085938,467,82.8326187133789,466,80.45112609863281,133,88.72180938720703,133,,
random_resnet18_large,original_ds_train,0,0.001,224,512,45.87155878543854,40.042826533317566,100.0,True,9.786800025973113e-08,40.04282760620117,467,43.991416931152344,466,60.15037155151367,133,58.6466178894043,133,,
random_resnet18_large,original_ds_train,0,0.01,224,512,46.37197554111481,41.54175519943237,100.0,True,8.646411059657841e-08,41.54175567626953,467,43.776824951171875,466,59.398494720458984,133,59.398494720458984,133,,
random_resnet18_large,full_train_unbalanced,0,0.001,4795,512,63.552963733673096,12.781955301761627,91.3034439086914,True,1.3132187012476694e-07,95.50321197509766,467,43.13304901123047,466,12.78195571899414,133,73.68421173095703,133,,
random_resnet18_large,full_train_unbalanced,0,0.01,4795,512,63.719767332077026,10.526315867900848,90.40667414665222,True,7.950198224846317e-08,96.5738754272461,467,42.91845703125,466,10.526315689086914,133,74.43609619140625,133,,
random_resnet18_large,resampled_14_per_group,101,0.001,56,512,57.047539949417114,52.63158082962036,100.0,True,7.023563520931663e-08,61.45610046386719,467,54.93562316894531,466,53.38345718383789,133,52.6315803527832,133,,
random_resnet18_large,resampled_14_per_group,101,0.01,56,512,57.13094472885132,52.63158082962036,100.0,True,9.105596425517185e-08,61.027835845947266,467,54.93562316894531,466,55.63909912109375,133,52.6315803527832,133,,
random_resnet18_large,resampled_14_per_group,102,0.001,56,512,45.45454680919647,31.974250078201294,100.0,True,5.7633223295033446e-08,46.038543701171875,467,31.97425079345703,466,66.16541290283203,133,69.92481231689453,133,,
random_resnet18_large,resampled_14_per_group,102,0.01,56,512,45.45454680919647,31.330472230911255,100.0,True,8.750986242892986e-08,46.68094253540039,467,31.330472946166992,466,66.16541290283203,133,69.92481231689453,133,,
random_resnet18_large,resampled_14_per_group,103,0.001,56,512,44.37030851840973,28.05139124393463,100.0,True,5.118619899070471e-08,28.0513916015625,467,54.93562316894531,466,63.90977478027344,133,45.1127815246582,133,,
random_resnet18_large,resampled_14_per_group,103,0.01,56,512,43.953293561935425,28.05139124393463,100.0,True,8.84611404887263e-08,28.0513916015625,467,54.29184341430664,466,63.15789031982422,133,44.360904693603516,133,,
random_resnet18_large,resampled_28_per_group,101,0.001,112,512,57.38115310668945,50.375938415527344,100.0,True,9.5942626102721e-08,65.31049346923828,467,52.36051559448242,466,50.375938415527344,133,54.13534164428711,133,,
random_resnet18_large,resampled_28_per_group,101,0.01,112,512,57.79816508293152,51.879698038101196,100.0,True,7.325799801635377e-08,65.95288848876953,467,53.004295349121094,466,51.87969970703125,133,51.87969970703125,133,,
random_resnet18_large,resampled_28_per_group,102,0.001,112,512,51.20934247970581,43.133047223091125,100.0,True,7.317468723954152e-08,54.81798553466797,467,43.13304901123047,466,54.8872184753418,133,63.15789031982422,133,,
random_resnet18_large,resampled_28_per_group,102,0.01,112,512,51.125937700271606,41.845494508743286,100.0,True,7.160466565167556e-08,56.316917419433594,467,41.84549331665039,466,54.13534164428711,133,62.40601348876953,133,,
random_resnet18_large,resampled_28_per_group,103,0.001,112,512,49.04086887836456,38.54389786720276,100.0,True,9.12754644172639e-08,38.54389953613281,467,56.008583068847656,466,63.90977478027344,133,46.61654281616211,133,,
random_resnet18_large,resampled_28_per_group,103,0.01,112,512,48.707255721092224,38.1156325340271,100.0,True,8.672167172221745e-08,38.115631103515625,467,56.008583068847656,466,63.15789031982422,133,45.864662170410156,133,,
random_resnet18_large,resampled_56_per_group,101,0.001,224,512,56.46371841430664,54.935622215270996,100.0,True,8.914222456664258e-08,57.601715087890625,467,54.93562316894531,466,56.39097595214844,133,57.894737243652344,133,,
random_resnet18_large,resampled_56_per_group,101,0.01,224,512,57.96496868133545,55.579400062561035,100.0,True,8.930929765301951e-08,60.81370544433594,467,55.57939910888672,466,58.6466178894043,133,55.63909912109375,133,,
random_resnet18_large,resampled_56_per_group,102,0.001,224,512,50.79232454299927,48.82226884365082,100.0,True,9.388047034091017e-08,48.822269439697266,467,52.78969955444336,466,49.624061584472656,133,51.87969970703125,133,,
random_resnet18_large,resampled_56_per_group,102,0.01,224,512,51.37614607810974,48.120301961898804,100.0,True,9.040168114267388e-08,50.1070671081543,467,52.78969955444336,466,48.12030029296875,133,54.13534164428711,133,,
random_resnet18_large,resampled_56_per_group,103,0.001,224,512,49.79149401187897,44.36090290546417,100.0,True,9.962086525329298e-08,48.17987060546875,467,51.716739654541016,466,44.360904693603516,133,54.13534164428711,133,,
random_resnet18_large,resampled_56_per_group,103,0.01,224,512,50.87572932243347,46.61654233932495,100.0,True,9.277923431150149e-08,49.036399841308594,467,53.004295349121094,466,46.61654281616211,133,54.13534164428711,133,,
imagenet_resnet18_large,original_ds_train,0,0.001,224,512,78.98248434066772,76.2312650680542,100.0,True,9.508496979119077e-08,76.23126220703125,467,81.97425079345703,466,78.19548797607422,133,78.94737243652344,133,,
imagenet_resnet18_large,original_ds_train,0,0.01,224,512,79.14929389953613,76.44539475440979,100.0,True,5.376001575819415e-08,76.44539642333984,467,82.18883514404297,466,78.19548797607422,133,78.94737243652344,133,,
imagenet_resnet18_large,full_train_unbalanced,0,0.001,4795,512,80.65054416656494,46.61654233932495,99.0823745727539,True,9.013837287777946e-08,98.50106811523438,467,69.31330871582031,466,46.61654281616211,133,91.72932434082031,133,,
imagenet_resnet18_large,full_train_unbalanced,0,0.01,4795,512,81.067556142807,43.609023094177246,97.9979157447815,True,7.822119501438036e-08,98.92933654785156,467,70.38626861572266,466,43.60902404785156,133,93.23308563232422,133,,
imagenet_resnet18_large,resampled_14_per_group,101,0.001,56,512,83.2360327243805,72.93233275413513,100.0,True,3.750726229121283e-08,87.79443359375,467,81.75965881347656,466,72.93233489990234,133,82.7067642211914,133,,
imagenet_resnet18_large,resampled_14_per_group,101,0.01,56,512,83.15262794494629,72.93233275413513,100.0,True,7.426612648313448e-08,87.5802993774414,467,81.5450668334961,466,72.93233489990234,133,83.4586410522461,133,,
imagenet_resnet18_large,resampled_14_per_group,102,0.001,56,512,84.32026505470276,71.42857313156128,100.0,True,4.928042022362116e-08,90.36402893066406,467,81.11587524414062,466,71.42857360839844,133,87.21804809570312,133,,
imagenet_resnet18_large,resampled_14_per_group,102,0.01,56,512,84.48707461357117,72.93233275413513,100.0,True,6.353563035052783e-08,90.36402893066406,467,80.90129089355469,466,72.93233489990234,133,87.96992492675781,133,,
imagenet_resnet18_large,resampled_14_per_group,103,0.001,56,512,84.23686623573303,79.69924807548523,100.0,True,6.167271708577035e-08,83.9400405883789,467,86.69527435302734,466,81.20301055908203,133,79.69924926757812,133,,
imagenet_resnet18_large,resampled_14_per_group,103,0.01,56,512,84.07005667686462,79.69924807548523,100.0,True,9.112137439731827e-08,83.72591400146484,467,86.69527435302734,466,80.45112609863281,133,79.69924926757812,133,,
imagenet_resnet18_large,resampled_28_per_group,101,0.001,112,512,82.56880640983582,78.94737124443054,100.0,True,9.274049305014965e-08,85.86724090576172,467,79.82833099365234,466,78.94737243652344,133,84.21052551269531,133,,
imagenet_resnet18_large,resampled_28_per_group,101,0.01,112,512,83.06922316551208,78.94737124443054,100.0,True,9.166866587169225e-08,86.72377014160156,467,80.47210693359375,466,78.94737243652344,133,83.4586410522461,133,,
imagenet_resnet18_large,resampled_28_per_group,102,0.001,112,512,84.23686623573303,72.18044996261597,100.0,True,8.182710637738078e-08,87.5802993774414,467,84.12017059326172,466,72.18045043945312,133,84.96240234375,133,,
imagenet_resnet18_large,resampled_28_per_group,102,0.01,112,512,84.48707461357117,72.18044996261597,100.0,True,8.866115151003485e-08,87.79443359375,467,84.54935455322266,466,72.18045043945312,133,84.96240234375,133,,
imagenet_resnet18_large,resampled_28_per_group,103,0.001,112,512,81.23435974121094,80.45112490653992,100.0,True,9.240270779407542e-08,80.94218444824219,467,81.11587524414062,466,80.45112609863281,133,83.4586410522461,133,,
imagenet_resnet18_large,resampled_28_per_group,103,0.01,112,512,81.7347764968872,80.45112490653992,100.0,True,8.982448151289343e-08,81.58458709716797,467,81.75965881347656,466,80.45112609863281,133,83.4586410522461,133,,
imagenet_resnet18_large,resampled_56_per_group,101,0.001,224,512,85.23769974708557,78.19548845291138,100.0,True,8.491556677261915e-08,86.29550170898438,467,86.69527435302734,466,78.19548797607422,133,83.4586410522461,133,,
imagenet_resnet18_large,resampled_56_per_group,101,0.01,224,512,85.82151532173157,79.69924807548523,100.0,True,7.802550527952385e-08,86.50963592529297,467,87.55364990234375,466,79.69924926757812,133,83.4586410522461,133,,
imagenet_resnet18_large,resampled_56_per_group,102,0.001,224,512,83.9866578578949,73.68420958518982,100.0,True,7.336853931851268e-08,85.6530990600586,467,85.19313049316406,466,73.68421173095703,133,84.21052551269531,133,,
imagenet_resnet18_large,resampled_56_per_group,102,0.01,224,512,84.23686623573303,74.43609237670898,100.0,True,9.088125997895255e-08,85.86724090576172,467,85.40773010253906,466,74.43609619140625,133,84.21052551269531,133,,
imagenet_resnet18_large,resampled_56_per_group,103,0.001,224,512,82.56880640983582,78.94737124443054,100.0,True,9.419078546895197e-08,85.6530990600586,467,79.61373138427734,466,78.94737243652344,133,85.71428680419922,133,,
imagenet_resnet18_large,resampled_56_per_group,103,0.01,224,512,82.98582434654236,78.94737124443054,100.0,True,4.806985031877674e-08,86.50963592529297,467,79.39913940429688,466,78.94737243652344,133,87.21804809570312,133,,
saved_student,legacy_views_complementarity,,0.001,224,512,50.291907787323,44.539615511894226,100.0,True,9.222924161799632e-08,44.539615631103516,467,50.0,466,54.8872184753418,133,66.91729736328125,133,1,simclr
student_plus_splice,legacy_views_complementarity,,0.001,224,21443,66.05504751205444,62.74089813232422,100.0,True,4.914945919123509e-08,62.74089813232422,467,65.45064544677734,466,69.17292785644531,133,76.69172668457031,133,1,simclr
saved_student,legacy_views_complementarity,,0.001,224,512,49.87489581108093,43.25481653213501,100.0,True,9.381205895329849e-08,43.254817962646484,467,50.0,466,57.894737243652344,133,64.66165161132812,133,1,crp_sampler_only
student_plus_splice,legacy_views_complementarity,,0.001,224,21443,66.05504751205444,63.16916346549988,100.0,True,6.394147860796578e-08,63.16916275024414,467,64.80686950683594,466,71.42857360839844,133,75.18797302246094,133,1,crp_sampler_only
saved_student,legacy_views_complementarity,,0.001,224,512,53.127604722976685,45.396146178245544,100.0,True,8.787733297232773e-08,45.39614486694336,467,59.22746658325195,466,57.142860412597656,133,54.8872184753418,133,1,raw_clip_kl
student_plus_splice,legacy_views_complementarity,,0.001,224,21443,67.55629777908325,65.73875546455383,100.0,True,6.541759048653647e-08,65.73875427246094,467,66.52360534667969,466,69.92481231689453,133,75.18797302246094,133,1,raw_clip_kl
saved_student,legacy_views_complementarity,,0.001,224,512,51.37614607810974,46.89507484436035,100.0,True,9.729352130904718e-08,46.89507293701172,467,48.068668365478516,466,57.894737243652344,133,72.18045043945312,133,1,splice_crp_kl
student_plus_splice,legacy_views_complementarity,,0.001,224,21443,66.47205948829651,63.59742879867554,100.0,True,2.6127351512945546e-08,63.59742736816406,467,65.87982940673828,466,69.17292785644531,133,75.93984985351562,133,1,splice_crp_kl
saved_student,legacy_views_complementarity,,0.001,224,512,51.959967613220215,43.68308484554291,100.0,True,8.09561236544379e-08,43.68308639526367,467,58.36909866333008,466,52.6315803527832,133,57.894737243652344,133,2,simclr
student_plus_splice,legacy_views_complementarity,,0.001,224,21443,66.9808167219162,64.66809511184692,100.0,True,9.734506211564635e-08,64.66809844970703,467,65.45064544677734,466,69.92481231689453,133,77.44361114501953,133,2,simclr
saved_student,legacy_views_complementarity,,0.001,224,512,52.21017599105835,48.28326106071472,100.0,True,8.965356847615394e-08,50.321197509765625,467,48.283260345458984,466,57.142860412597656,133,67.66917419433594,133,2,crp_sampler_only
student_plus_splice,legacy_views_complementarity,,0.001,224,21443,67.13927984237671,65.45064449310303,100.0,True,9.158584785542293e-08,65.52462768554688,467,65.45064544677734,466,69.17292785644531,133,76.69172668457031,133,2,crp_sampler_only
saved_student,legacy_views_complementarity,,0.001,224,512,51.79315805435181,48.17987084388733,100.0,True,9.557707973559216e-08,48.17987060546875,467,49.356224060058594,466,55.63909912109375,133,69.17292785644531,133,2,raw_clip_kl
student_plus_splice,legacy_views_complementarity,,0.001,224,21443,65.80483913421631,63.59742879867554,100.0,True,9.577833934804953e-08,63.59742736816406,467,64.1630859375,466,69.92481231689453,133,75.18797302246094,133,2,raw_clip_kl
saved_student,legacy_views_complementarity,,0.001,224,512,51.959967613220215,49.25053417682648,100.0,True,9.018940226101309e-08,49.25053405761719,467,50.858367919921875,466,58.6466178894043,133,58.6466178894043,133,2,splice_crp_kl
student_plus_splice,legacy_views_complementarity,,0.001,224,21443,65.80483913421631,63.383299112319946,100.0,True,9.830254170345258e-08,63.38330078125,467,64.59226989746094,466,67.66917419433594,133,76.69172668457031,133,2,splice_crp_kl
saved_student,legacy_views_complementarity,,0.001,224,512,54.0450394153595,46.25267684459686,100.0,True,9.845962559092191e-08,46.25267791748047,467,59.44206237792969,466,57.142860412597656,133,59.398494720458984,133,1,raw_clip_sampler_only
student_plus_splice,legacy_views_complementarity,,0.001,224,21443,68.47372651100159,66.59528613090515,100.0,True,8.488415678488142e-08,66.59528350830078,467,67.38197326660156,466,72.93233489990234,133,74.43609619140625,133,1,raw_clip_sampler_only
saved_student,legacy_views_complementarity,,0.001,224,512,48.45704734325409,44.420599937438965,100.0,True,9.473679974224681e-08,45.82441329956055,467,44.42060089111328,466,56.39097595214844,133,63.90977478027344,133,2,raw_clip_sampler_only
student_plus_splice,legacy_views_complementarity,,0.001,224,21443,66.88907146453857,64.23982977867126,100.0,True,8.847206199180809e-08,64.23983001708984,467,66.09442138671875,466,69.92481231689453,133,75.93984985351562,133,2,raw_clip_sampler_only
saved_student,legacy_views_complementarity,,0.001,224,512,52.627187967300415,47.32334017753601,100.0,True,9.878455084591812e-08,47.323341369628906,467,56.22317886352539,466,51.87969970703125,133,59.398494720458984,133,3,simclr
student_plus_splice,legacy_views_complementarity,,0.001,224,21443,66.05504751205444,62.66094446182251,100.0,True,5.4580168673156066e-08,63.81156539916992,467,62.660945892333984,466,73.68421173095703,133,78.19548797607422,133,3,simclr
